Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2018-2019,EPL,Manchester City,Ederson,br BRA,GK,24.0,38.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Aymeric Laporte,es ESP,DF,24.0,34.0,42.0,20.0,27.0,14.0,1.0,22.0,34.0,64.7,12.0,16.0,9.0,7.0,39.0,81.0,98.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",23.0,31.7,52.0,39.0,18.0,21.0,13.0,16.0,67.0,23.9,51.0,47.0,3.0,44.0,25.0,77.0,26.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Raheem Sterling,eng ENG,FW,23.0,30.8,32.0,16.0,11.0,12.0,9.0,9.0,25.0,36.0,16.0,28.0,3.0,25.0,17.0,49.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Sergio Agüero,ar ARG,FW,30.0,27.3,17.0,9.0,1.0,10.0,6.0,5.0,9.0,55.6,4.0,15.0,1.0,14.0,9.0,26.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Kyle Walker,eng ENG,DF,28.0,30.9,40.0,26.0,20.0,20.0,0.0,24.0,38.0,63.2,14.0,19.0,5.0,14.0,36.0,76.0,58.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,David Silva,es ESP,MF,32.0,26.7,30.0,18.0,12.0,11.0,7.0,1.0,20.0,5.0,19.0,18.0,1.0,17.0,22.0,52.0,15.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Fernandinho,br BRA,MF,33.0,26.4,57.0,43.0,19.0,30.0,8.0,26.0,47.0,55.3,21.0,28.0,4.0,24.0,41.0,98.0,70.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,İlkay Gündoğan,de GER,MF,27.0,23.7,19.0,12.0,4.0,12.0,3.0,6.0,31.0,19.4,25.0,12.0,3.0,9.0,28.0,47.0,19.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Leroy Sané,de GER,FW,22.0,20.7,24.0,15.0,8.0,7.0,9.0,2.0,23.0,8.7,21.0,21.0,2.0,19.0,8.0,32.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
