Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2019-2020,EPL,Liverpool,Virgil van Dijk,nl NED,DF,28.0,,38.0,3420.0,38.0,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,21.0,170.0,14.0,0.13,0.03,0.16,0.13,0.16,,38.0,2.9,2.9,1.3,4.2,0.08,0.04,0.11,0.08,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Trent Alexander-Arnold,eng ENG,DF,20.0,,35.0,3175.0,35.3,4.0,13.0,17.0,4.0,0.0,0.0,5.0,0.0,98.0,247.0,226.0,0.11,0.37,0.48,0.11,0.48,,38.0,2.8,2.8,10.9,13.7,0.08,0.31,0.39,0.08,0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Georginio Wijnaldum,nl NED,MF,28.0,,35.0,2935.0,32.6,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,74.0,137.0,99.0,0.12,0.0,0.12,0.12,0.12,,37.0,2.6,2.6,0.8,3.3,0.08,0.02,0.1,0.08,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Andrew Robertson,sct SCO,DF,25.0,,34.0,3111.0,34.6,2.0,12.0,14.0,2.0,0.0,0.0,2.0,0.0,149.0,219.0,277.0,0.06,0.35,0.41,0.06,0.41,,36.0,1.8,1.8,7.5,9.3,0.05,0.22,0.27,0.05,0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Roberto Firmino,br BRA,FW,27.0,,34.0,2988.0,33.2,9.0,8.0,17.0,9.0,0.0,0.0,0.0,0.0,90.0,111.0,218.0,0.27,0.24,0.51,0.27,0.51,,38.0,14.0,14.0,6.5,20.5,0.42,0.2,0.62,0.42,0.62,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Mohamed Salah,eg EGY,FW,27.0,,33.0,2876.0,32.0,19.0,10.0,29.0,16.0,3.0,3.0,1.0,0.0,105.0,91.0,347.0,0.59,0.31,0.91,0.5,0.81,,34.0,19.0,16.6,7.8,24.5,0.59,0.25,0.84,0.52,0.77,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Sadio Mané,sn SEN,FW,27.0,,31.0,2747.0,30.5,18.0,7.0,25.0,18.0,0.0,0.0,3.0,0.0,159.0,128.0,286.0,0.59,0.23,0.82,0.59,0.82,,35.0,13.2,13.2,6.6,19.8,0.43,0.22,0.65,0.43,0.65,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Alisson,br BRA,GK,26.0,,29.0,2543.0,28.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,,29.0,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Jordan Henderson,eng ENG,MF,29.0,,26.0,2238.0,24.9,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,51.0,197.0,77.0,0.16,0.2,0.36,0.16,0.36,,30.0,1.1,1.1,3.1,4.2,0.04,0.13,0.17,0.04,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,EPL,Liverpool,Fabinho,br BRA,MF,25.0,,22.0,2079.0,23.1,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,19.0,129.0,23.0,0.09,0.13,0.22,0.09,0.22,,28.0,0.4,0.4,1.6,2.1,0.02,0.07,0.09,0.02,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
